지점명,닉네임,작성리뷰수,작성시간,방문일,방문횟수,인증수단,좋아요수,리뷰내용,감정,근거
건대입구역점,의바오,721,24.2.18.일,점심에 방문,2번째 방문,영수증,0,"사진은 까먹고 못찍었지만,, 홍콩반점은 역시
짜장면이 답인가봐요!!! 볶음짬뽕 처음 먹어봤는데
으앙 ㅠ 너무 별로였숩니다…..
앞으론 무조건 짜장으로 가야지..!!",부정,너무 별로였숩니다
건대입구역점,바이오로직스,"3,607",24.4.11.목,저녁에 방문,1번째 방문,영수증,0,❤️😀,긍정,❤️😀
건대입구역점,yj4862000,"1,341",24.11.30.토,점심에 방문,1번째 방문,영수증,0,,,
건대입구역점,그레이스1748,348,23.12.2.토,점심에 방문,1번째 방문,영수증,0,"3시지나서라서 그런지 몇몇 사람들만 있어 혼잡하지 않아 좋음. 면발이 불어 나온 느낌, 끊긴 느낌.
많이 맵지 않고, 구수해서 국물맛 부담 없음.
옥에 티는 단무지에 짜장국물이 점처럼 튀어나옴^^;
그래도 잘먹음",긍정,혼잡하지 않아
건대입구역점,hee302137,"1,198",24.3.19.화,점심에 방문,30번째 방문,영수증,0,화.목.토.에 자주이용합니다 맛도좋고 값도 싸고 좋네요 ㅎㅎ,긍정,맛도좋고
건대입구역점,caah2003,49,23.12.24.일,저녁에 방문,1번째 방문,영수증,0,"짜장면이 너무 땡겨서 쟁반짜장먹으러 왔어요!
해물도 많고 양이 엄청 많아요 ㅋㅋ가성비갑입니다
건대중국집 중에 홍콩반점이 제일 맛있네요 👍",긍정,가성비갑입니다
건대입구역점,신흥 부자,291,23.12.11.월,저녁에 방문,1번째 방문,영수증,0,혼밥하기 좋아요! 탕수육이 맛있네요~ 짜장과 짬뽕은 보통,긍정,탕수육이 맛있네요~
건대입구역점,rks****,"1,020",24.5.17.금,저녁에 방문,2번째 방문,영수증,0,ㅎ,긍정,ㅎ
건대입구역점,ph****,841,23.10.21.토,점심에 방문,1번째 방문,영수증,0,"홍반에 두가지메뉴가 생긴줄 몰랐어용!
두 가지 조합 너무 좋아요! 그리고 고기짬뽕 신메뉴라 시켜봤는데 깊은 맛이 일푸움 🌝🩷
역이랑도 가깝고 넘 오기 좋네여",긍정,너무 좋아요
건대입구역점,hee302137,"1,198",24.2.22.목,점심에 방문,26번째 방문,영수증,0,"건대병원 오가는길에 자주이용합니다
양도많고 맛도좋아요",긍정,맛도좋아요
건대입구역점,hee302137,"1,198",24.2.15.목,점심에 방문,25번째 방문,영수증,0,1주일에 한번이상 꼭 방문합니다 맛도좋고 양도많아요 친절합니다,긍정,맛도좋고
건대입구역점,석옹45,"2,226",24.1.2.화,저녁에 방문,1번째 방문,영수증,0,"병원식사 하기 싫어서 두 번째 혼자서 외식.
홍콩반점0410에서 탕짜면 주문해서 먹었습니다.

선불계산이고, 직원분들은 친절하고 대응이 빠르세요. 혼밥하러 오시는분이 많더라고요.",긍정,친절하고
건대입구역점,rud****,875,24.2.19.월,저녁에 방문,1번째 방문,영수증,0,"짬뽕밥 국물이 불맛이 나고 얼큰해서 정말 맛있었어요 밥도 국물에 말아서 함께 주셔서 간이 잘 되어서 더 맛있었어요 자장면도 옛날 자장 스타일로 ㅎㅎ 달콤 짭짤 부드러워서 맛있었습니다
탕수육은 부먹 찍먹 선택할 수 있어요",긍정,맛있었어요
건대입구역점,hee302137,"1,198",24.2.8.목,점심에 방문,24번째 방문,영수증,0,기다림없이 맛있는 고기찌장 자주이용합니다,긍정,맛있는
건대입구역점,깐쪼,"2,030",23.12.23.토,점심에 방문,1번째 방문,영수증,0,고추짬뽕 맛있어요 ◡̈ ◡̈,긍정,맛있어요
건대입구역점,CharlieB,"1,159",24.6.18.화,점심에 방문,1번째 방문,영수증,0,약간 개인 중국집보다 비싼감은 있지만 기프티콘도 현금권처럼 쓸 수 있고 괜찮네요.ㅎㅎ,긍정,괜찮네요
건대입구역점,hee302137,"1,198",24.2.1.목,밤에 방문,23번째 방문,영수증,0,병원가는길에 자주이용합니다 맛도좋고 친절합니다,긍정,친절합니다
건대입구역점,솔직구체리뷰어,"2,609",23.10.13.금,저녁에 방문,5번째 방문,영수증,0,"몇 년 전 8500원인가 했던 탕짬면도 이젠 9,900원으로 꽤 올랐네요~
알차고 맛도 좋았어요. 짬뽕이 달짝+매콤한 게 입맛을 돋궈주고, 탕수육 맛도 괜찮고 양도 꽤 나오더라고요!

근데, 세월이 흐름에 따라서 리모델링+위생관리도 신경써주시면 좋겠어요

소파가 이렇게 사진과 같이 일어날 정도가 됐고,
화장실은 다녀오면 비위가 상해요. 🤢
앞치마에서도 언제 빨았는 지 퀴퀴한 냄새가 나고,
날파리도 날려요",부정,비위가 상해요
건대입구역점,hee302137,"1,198",24.1.11.목,점심에 방문,20번째 방문,영수증,0,"짜장이맛있어 자주자주 갑니다
주문후 바로나옵니다 직원님들도 친절합니다",긍정,짜장이맛있어
건대입구역점,금성지존,587,24.3.4.월,저녁에 방문,3번째 방문,영수증,0,맛있어요,긍정,맛있어요
건대입구역점,hee302137,"1,198",24.1.25.목,점심에 방문,22번째 방문,영수증,0,병원가는길에 자주 이용합니다,긍정,자주 이용합니다
건대입구역점,송유초,302,24.1.11.목,저녁에 방문,1번째 방문,영수증,0,엄청 배부르게 먹었습니다!,긍정,엄청 배부르게
건대입구역점,hee302137,"1,198",24.1.18.목,점심에 방문,21번째 방문,영수증,0,짜장면이 맛도좋고 양도많아 일주일에 한번쯤 방문합니다,긍정,맛도좋고
건대입구역점,별빛이 흐르는 밤,"1,358",24.1.10.수,점심에 방문,5번째 방문,영수증,0,짬뽕이 맛있어요,긍정,맛있어요
건대입구역점,로즈버드50,"1,350",24.1.10.수,점심에 방문,5번째 방문,영수증,0,해물짬뽕 완식~,긍정,완식~
건대입구역점,rid****,911,23.11.30.목,점심에 방문,1번째 방문,영수증,0,혼밥하시는분들도 많아서 부담없었어요,긍정,부담없었어요
건대입구역점,miy****,222,23.12.28.목,저녁에 방문,1번째 방문,영수증,0,백짬뽕 처음으로 먹어 봤는데 맛있었어요,긍정,맛있었어요
건대입구역점,뚜루뚜뚜뚜단,521,24.4.4.목,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
건대입구역점,혜성s,946,23.11.21.화,저녁에 방문,1번째 방문,영수증,0,가성비도 좋고 퀄리티도 좋은 백종원 프차 홍콩반점,긍정,가성비도 좋고
건대입구역점,hee302137,"1,198",24.1.4.목,점심에 방문,19번째 방문,영수증,0,음식도맛있고 기다리지읺고 바로나옵니다,긍정,음식도맛있고
건대입구역점,둥이3575,26,24.1.4.목,밤에 방문,1번째 방문,영수증,0,"탕수육딱딱하고 남은거 튀긴듯
한개도못먹음
짬뽕두 주문하자마자나옴
고기두 좀 이상하고
국물도
진짜 너무 성의없이 막하네요
돈아깝",부정,돈아깝
건대입구역점,아따맘맘마,"1,323",24.2.10.토,저녁에 방문,2번째 방문,영수증,0,잘먹었습니다,긍정,잘먹었습니다
건대입구역점,로즈버드50,"1,350",23.12.6.수,아침에 방문,3번째 방문,영수증,0,"홍콩반점 건대역점
해물짬뽕이 해산물과 야채가 별로 신선한 맛이
안나네요 ~",부정,안나네요
건대입구역점,hee302137,"1,198",23.12.26.화,점심에 방문,18번째 방문,영수증,0,음식이맛이있고 주문한음식빨리나옵니다,긍정,음식이맛이있고
건대입구역점,oh chun10,295,23.12.13.수,점심에 방문,1번째 방문,영수증,0,맛있게 잘 먹었습니다,긍정,맛있게
건대입구역점,dalla66,395,23.10.1.일,저녁에 방문,4번째 방문,영수증,0,"새벽까지 해서 좋고
탕수육 맛있어요. 단골이네요",긍정,맛있어요
건대입구역점,incmania,"1,220",23.8.21.월,점심에 방문,1번째 방문,영수증,0,"점심에 중식 생각나서 건대 들른김에 홍콩반점으로!!
목요일마다 이벤트도 한다고 하네요
고기짜장도 맛있고 탕수육도 바삭하고 양도 많고
최고👍👍😊",긍정,최고
건대입구역점,hee302137,"1,198",23.12.14.목,점심에 방문,17번째 방문,영수증,0,"기다림이짧고 음식이 맛있어요
직원도 친절해요",긍정,음식이 맛있어요
건대입구역점,베리베리넥스트,282,23.10.22.일,점심에 방문,1번째 방문,영수증,0,주기적으로 수혈해줘야 하는 홍콩반점 맛있어요,긍정,맛있어요
건대입구역점,apdula,"1,116",23.9.2.토,저녁에 방문,1번째 방문,영수증,0,요기 지점리 양도 많고 재료도 좋은 것 같아용,긍정,양도 많고
건대입구역점,hee302137,"1,198",23.12.5.화,점심에 방문,16번째 방문,영수증,0,음식이맛있어요 기다림이짧아요,긍정,음식이맛있어요
건대입구역점,mor****,"1,913",23.11.13.월,저녁에 방문,1번째 방문,영수증,0,음식도 맛있고 친절하세요,긍정,맛있고 친절하세요
건대입구역점,hee302137,"1,198",23.11.21.화,점심에 방문,15번째 방문,영수증,0,양도많고 짜장면 맛도아주좋아요,긍정,맛도아주좋아요
건대입구역점,먹뽄,901,23.11.5.일,점심에 방문,1번째 방문,영수증,1,탕수육 중 크기,부정,중 크기
건대입구역점,v951230v,490,23.10.1.일,점심에 방문,4번째 방문,영수증,0,오늘따라 유난히 더 매웠던~😅😅,부정,더 매웠던
건대입구역점,별노랑노랑,871,24.1.10.수,점심에 방문,4번째 방문,영수증,0,굿,긍정,굿
건대입구역점,ABC9023,"1,663",24.1.21.일,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
건대입구역점,아침엔별사탕,561,23.9.20.수,저녁에 방문,1번째 방문,영수증,0,맛있어요. 다양한 메뉴를 먹을수 있어 좋아요,긍정,맛있어요
건대입구역점,키미쭈,"1,223",24.1.17.수,저녁에 방문,1번째 방문,영수증,0,홍콩반점은 언제 먹어도 맛있어요,긍정,맛있어요
건대입구역점,pag****,346,24.4.19.금,점심에 방문,2번째 방문,영수증,0,.,부정,.
건대입구역점,먹뽄,901,23.12.13.수,점심에 방문,2번째 방문,영수증,0,,,
건대입구역점,are****,888,23.9.14.목,저녁에 방문,1번째 방문,영수증,0,탕수육 바삭~굿,긍정,바삭~굿
건대입구역점,밀페유,"2,130",24.1.16.화,점심에 방문,5번째 방문,영수증,0,굿,긍정,굿
건대입구역점,신프로 BIZ Entertainer,"2,719",23.10.10.화,점심에 방문,2번째 방문,영수증,0,급할때 먹어요,긍정,급할때
건대입구역점,makeittillubreakit,121,23.10.15.일,저녁에 방문,1번째 방문,영수증,0,짬뽕밥 맛있어요! 짜장면은 생각보다 소스가 묽어요,긍정,짬뽕밥 맛있어요
건대입구역점,쿠우우736,136,23.8.30.수,점심에 방문,1번째 방문,영수증,0,"혼밥 했는데 맛있었고
무엇보다 음식이 진짜 거의 3~4분 이내에 나와서 놀랬어요...",긍정,맛있었고
건대입구역점,별노랑노랑,871,23.10.2.월,점심에 방문,1번째 방문,영수증,0,탕수육이 쫄깃쫄깃해요,긍정,쫄깃쫄깃해요
건대입구역점,밀페유,"2,130",24.1.5.금,점심에 방문,4번째 방문,영수증,0,굿,긍정,굿
건대입구역점,미미 언니,"1,328",23.8.11.금,점심에 방문,1번째 방문,영수증,0,"오랜만에 갔더니 인테리어가 바뀌었나봐요
맛도 있고 사장님 친절하세요",긍정,맛도 있고
건대입구역점,로즈버드50,"1,350",23.10.10.화,점심에 방문,1번째 방문,영수증,0,"주방장이 바뀌었나요 ? 짬뽕 해산물 비율이
형편 없네요 양배추도 별로 안보이네요
실망스러워요",부정,실망스러워요
건대입구역점,호호 꼬꼬마 꼬맹이,"1,202",23.10.3.화,저녁에 방문,7번째 방문,영수증,0,밥이 자꾸변하는듯 ....ㅜㅜ,부정,자꾸변하는듯
건대입구역점,GRACE P,996,24.4.14.일,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
건대입구역점,별노랑노랑,871,23.12.6.수,아침에 방문,3번째 방문,영수증,0,굿,긍정,굿
건대입구역점,큐미니,830,23.6.25.일,저녁에 방문,1번째 방문,영수증,0,"음식두 맛나고 서빙보시는 분 너무 친절하심
맛있어서 포장까지 했음....
포장하니 가격도 할인되고 ㅎㅎ",긍정,맛나고
건대입구역점,포뇨1160,"1,414",24.1.5.금,점심에 방문,3번째 방문,영수증,0,굿,긍정,굿
건대입구역점,dod****,"1,095",23.7.3.월,점심에 방문,1번째 방문,영수증,0,"맛있음
어느지점가도
진짜 맛잇어요
떠끈떠끈 국물맛 최고",긍정,맛있음
건대입구역점,별노랑노랑,871,23.10.10.화,점심에 방문,2번째 방문,영수증,0,혼밥하기 괜찮아요,긍정,괜찮아요
건대입구역점,lyi****,637,24.1.3.수,점심에 방문,1번째 방문,영수증,0,맛있어요~,긍정,맛있어요
건대입구역점,백백곤주,929,23.6.28.수,저녁에 방문,1번째 방문,영수증,0,세트 구성 달달하고 맛있어용!,긍정,맛있어용
건대입구역점,332950,254,23.9.26.화,저녁에 방문,1번째 방문,영수증,0,진짜 맛있고 배부르게 먹었어요~😊,긍정,진짜 맛있고
건대입구역점,Yun0909,635,23.7.12.수,저녁에 방문,1번째 방문,영수증,0,"쟁반짜장 탕수육 맛있어요!
탕수육에 후추맛이 조금 강한게 아쉬워요ㅠ",긍정,맛있어요!
건대입구역점,하나바오,430,23.8.14.월,점심에 방문,5번째 방문,영수증,0,가끔 땡기면 먹는 곳.,긍정,가끔 땡기면
건대입구역점,블루5547,"1,135",23.12.25.월,저녁에 방문,2번째 방문,영수증,0,맛있어요,긍정,맛있어요
건대입구역점,koonspread,411,23.12.30.토,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
건대입구역점,몽상가9145,"1,686",23.10.28.토,점심에 방문,1번째 방문,영수증,0,맛있었어요^^,긍정,맛있었어요^^
건대입구역점,언제쉬지,"1,150",23.12.23.토,점심에 방문,1번째 방문,영수증,0,"치킨 반반 탕수육보다는 그냥 탕수육이 나은 듯
볶음 짬뽕하고 짜장면은 맛있어요",긍정,맛있어요
건대입구역점,jo_****,"1,100",23.11.22.수,밤에 방문,5번째 방문,결제내역,0,.,부정,.
건대입구역점,임연수55,734,23.7.25.화,저녁에 방문,1번째 방문,영수증,0,너무 맛있게 잘먹었습니다 ~~😊,긍정,너무 맛있게
건대입구역점,kika,"1,102",23.12.2.토,저녁에 방문,1번째 방문,영수증,0,24시간~,긍정,24시간
건대입구역점,세일러문91,828,23.8.24.목,저녁에 방문,1번째 방문,영수증,0,혼밥하기 딱 좋아요. 조금 짜지만 괜츈,긍정,딱 좋아요
건대입구역점,v951230v,490,23.9.10.일,점심에 방문,3번째 방문,영수증,0,,,
건대입구역점,jo_****,"1,100",23.11.16.목,밤에 방문,4번째 방문,결제내역,0,.,부정,.
건대입구역점,DE GAS,102,23.8.22.화,점심에 방문,1번째 방문,영수증,0,가격이 많이 올랐지만 그래도 아직 가성비 괜찮고 포장해서 먹기 좋아요,긍정,가성비 괜찮고
건대입구역점,acorn810,608,23.8.21.월,저녁에 방문,1번째 방문,영수증,0,사진 찍는걸 잊었는데 맛있었어요.,긍정,맛있었어요
건대입구역점,별빛이 흐르는 밤,"1,358",23.10.2.월,점심에 방문,1번째 방문,영수증,0,,,
건대입구역점,구름여행자,"2,738",23.10.25.수,점심에 방문,4번째 방문,영수증,0,굿,긍정,굿
건대입구역점,콩7957,480,23.9.17.일,점심에 방문,1번째 방문,영수증,0,가게도 오픈주방이라 청결하고 사장님이 엄청 친절하세요!,긍정,청결하고
건대입구역점,핳후해후,121,23.10.16.월,저녁에 방문,1번째 방문,영수증,0,맛잇어용,긍정,맛잇어용
건대입구역점,Js6900,544,23.9.10.일,점심에 방문,1번째 방문,영수증,0,가격도괜찬코 맛잇어요.,긍정,맛잇어요
건대입구역점,548****,338,23.9.15.금,저녁에 방문,1번째 방문,영수증,0,맛은 있었으나 퇴점 시간이 너무 빨라 눈치 보는라 좀 아쉬웠어요,부정,아쉬웠어요
건대입구역점,아따맘맘마,"1,323",23.12.2.토,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
건대입구역점,xxsorixx,166,23.4.13.목,저녁에 방문,1번째 방문,영수증,0,"맛있어요!! 홍콩반점 가성비더 좋고 양도 많아서 좋습니다~!
쟁반짜장 군만두 맛있어용!!
짜장면 짬뽕 먹고 싶을땐 맘편히 옵니당 ㅎㅎ",긍정,맛있어요
건대입구역점,두콩2535,"1,102",24.4.3.수,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
건대입구역점,Ju9989,926,23.4.25.화,저녁에 방문,1번째 방문,영수증,0,"맛있었어요!!! 친절하시고 시분좋게 먹고 왔어요
그런데 탕수육소스가 조금 아쉬웠어요.
따뜻하지도 않고 다 굳어서 소스가 묻지도 않고 ㅠ
바꿔달래려다가 그냥 먹었어요",긍정,맛있었어요!!!
건대입구역점,겨운암소,"2,580",23.5.21.일,점심에 방문,1번째 방문,영수증,0,맛있게 잘먹었네요 짬뽕간은 좀세네요^^ 탕수육도 맛있어요^^,긍정,맛있게 잘먹었네요
건대입구역점,sha****,"1,090",23.7.4.화,점심에 방문,2번째 방문,영수증,0,중국인 분이 서빙하는데 자리안내에 좀 짜증이나더라구요.여러명이 모이는 점심시간이라 이해는하겠는데 한가한 시간에는 소파에 좌석으로 안내가 있어 불편했네요,부정,짜증이나더라구요
건대입구역점,Hjin,594,23.7.22.토,저녁에 방문,1번째 방문,영수증,0,홍콩반점 탕수육은 늘 맛있다!! 잘먹고가요,긍정,늘 맛있다
건대입구역점,한마음27,679,23.9.3.일,저녁에 방문,1번째 방문,영수증,0,,,
건대입구역점,hee302137,"1,198",23.8.1.화,점심에 방문,6번째 방문,영수증,0,식사가빨리나오고 포장도 깔끔합니다,긍정,식사가빨리나오고
건대입구역점,될 사람은 된다,"1,939",24.1.27.토,점심에 방문,1번째 방문,영수증,0,"짬뽕은 엄청 짜고, 짜장면은 곱배기를 시켰더니 소스가 적어서 별로.",부정,소스가 적어서
건대입구역점,youyoki,"1,371",23.9.13.수,저녁에 방문,1번째 방문,영수증,0,,,
건대입구역점,gypsophila99,"1,918",23.9.8.금,저녁에 방문,1번째 방문,영수증,0,짬뽕밥,긍정,짬뽕밥
건대입구역점,이쨀리김밍두,160,23.5.29.월,점심에 방문,1번째 방문,영수증,0,"객실 위생 좋고 맛도 뛰어납니다!
대박나세요!",긍정,위생 좋고
건대입구역점,sangsangS2,462,23.3.26.일,점심에 방문,1번째 방문,영수증,0,"매장 넓고 깨끗해져서 밥먹기 넘 좋았어요
담에 또 중식 땡길때 한번 더 방문해보고싶네영",긍정,넓고 깨끗해져서
건대입구역점,조니31,"1,253",23.10.23.월,점심에 방문,2번째 방문,영수증,0,좋아요,긍정,좋아요
건대입구역점,dkd****,"1,223",23.12.13.수,저녁에 방문,1번째 방문,영수증,0,강추합니다~^^,긍정,강추합니다
건대입구역점,heppy2161,259,23.2.16.목,밤에 방문,1번째 방문,영수증,0,"어제 이사와서 짐정리 좀 하고 시켜먹었는데 맛있었어요! 탕수육 고기 냄새도 안나고 두툼하니 식어도 바삭해서 맛있게 잘 먹었습니다 ㅎㅎ 다음에 또 시켜먹을게요!
",긍정,맛있었어요
건대입구역점,이건못참지ㅋ,100,23.6.25.일,점심에 방문,1번째 방문,영수증,0,"탕수육이 맛있어요
매장도 깨끗하고 직원분도 친절합니다",긍정,탕수육이 맛있어요
건대입구역점,jo_****,"1,100",23.9.24.일,아침에 방문,3번째 방문,결제내역,0,.,부정,.
건대입구역점,멍게소라,518,23.4.14.금,점심에 방문,1번째 방문,영수증,0,"블랙데이 기념
삼천원의 행복
잘먹었습니당",긍정,잘먹었습니당
건대입구역점,dalla66,395,23.7.21.금,밤에 방문,3번째 방문,영수증,0,언제나 괜찮은 중국집,긍정,괜찮은
건대입구역점,oog****,358,23.9.12.화,저녁에 방문,1번째 방문,영수증,0,친절해요^^,긍정,친절해요
건대입구역점,Yeeeejinll,23,23.7.8.토,저녁에 방문,1번째 방문,영수증,0,"근처 살아서 한번씩 포장하는데
짜장밥 너무너무 맛있고
사장님도 너무너무 친절하세요 ㅠㅠ🫶🏻",긍정,너무너무 맛있고
건대입구역점,사탕발림은NO,188,23.3.13.월,저녁에 방문,1번째 방문,영수증,0,"주인바뀌고 인테리어 새로하고 맛도 바뀌고 양도 많아짐!!!
홍콩반점 초창기 찹쌀탕수육 맛!!!!! 야호!!!!!!!!
찹쌀 쫜득쫜득! 따봉 👍",긍정,찹쌀 쫜득쫜득!
건대입구역점,jeo****,47,23.10.9.월,밤에 방문,1번째 방문,영수증,0,굿,긍정,굿
건대입구역점,그대로녀,143,23.1.12.목,점심에 방문,1번째 방문,영수증,0,"혼밥하러 왔어요
어딜가나 혼자 가더라도 먹고싶은건 다시키는데용
짜탕면 괜찮았어용 비주얼이 넘 좋아요
탕슉 1등 짜장면 2등 고추짬뽕밥3등
매운거 먹고싶어서 고추짬뽕밥 시켰는데 매운건 좋았는데 감칠맛이 잘 안나요 슴슴허니 ..
저는 깊고진한 육수 단짠을 좋아하는데 아쉽네요",부정,아쉽네요
건대입구역점,all****,"1,752",23.6.9.금,점심에 방문,1번째 방문,영수증,0,냉짬뽕 먹었습니다. 맛있어요,긍정,맛있어요
건대입구역점,igif,251,23.2.3.금,점심에 방문,1번째 방문,결제내역,0,깔끔하고 선결제라 편합니다 다른곳에잘없는꽃빵이 있어 디저트겸식사도 되서좋아용 단무지가얇아서 아삭한게 다른 너낌입니다!,긍정,좋아용
건대입구역점,leeeee96,"2,748",23.4.21.금,점심에 방문,1번째 방문,영수증,0,가성비 좋아여,긍정,가성비 좋아여
건대입구역점,사이딩,15,23.4.26.수,점심에 방문,1번째 방문,영수증,0,"고추짜장, 짬뽕, 탕수육 셋다 넘넘 맛있었어요.

같이간 일행이 지금까지 갔던 홍콩반점 중에 제일 맛있다 할 정도로 맛있었습니다!👍

사장님께서도 친절하시고 신경써주셔서 더욱 편하고 잘 먹었습니다. 집과 먼 곳이라 자주 갈 수 없다는게 슬프네요 번창하세요!✨🧡",긍정,넘넘 맛있었어요
건대입구역점,우렁이돼지,723,23.8.2.수,점심에 방문,3번째 방문,영수증,0,사장님 직원분들 다 너무 친절하시고 구의에서 이민큼 깔끔하고 맛있는 짜장면집 없음,긍정,너무 친절하시고
건대입구역점,아싸씬,16,23.6.17.토,저녁에 방문,1번째 방문,영수증,0,파리 좀 잡으세요. 더럽게. 백선생님 욕먹이는거 아시나 모르겠네요. 더본에서도 관리 좀 하시구요.,부정,더럽게
건대입구역점,금성지존,587,23.7.16.일,저녁에 방문,2번째 방문,영수증,0,맛있어요,긍정,맛있어요
건대입구역점,리오넬 레반도프스키,576,23.2.11.토,점심에 방문,2번째 방문,영수증,1,짜장밥 맛있었습니다! 홍콩반점 건대입구역점 조아요 ㅎㅎ,긍정,맛있었습니다
건대입구역점,쑤크림96,34,23.4.10.월,저녁에 방문,1번째 방문,영수증,0,맛도 맛인데 주인 사장님 너무 친절해요 ㅠㅠ 너무 추천이요!,긍정,너무 친절해요
건대입구역점,pia****,236,23.4.9.일,저녁에 방문,1번째 방문,영수증,0,면이 쫄깃하네요 맛있어요,긍정,맛있어요
건대입구역점,신프로 BIZ Entertainer,"2,719",23.3.23.목,점심에 방문,1번째 방문,영수증,0,"날씨도
꼬물꼬물해서
맵짜장 주문했어요
손님 많네요
맛나게 보입니다",긍정,맛나게 보입니다
건대입구역점,얼짱패밀리,885,23.4.8.토,저녁에 방문,1번째 방문,영수증,0,"오랜만에 방문하여 매장식사해보니 주인분이 바뀌셨더라구요 예전보다 살짝씩 음식값이 오른것 같은데 여전히 타중국음식점 대비 맛있고 가성비 좋네요
주인분이 정말 친절하세요 매장도 리모델링해서 깔끔합니다 단, 골목에 위치하여 주차는 어려워요",긍정,가성비 좋네요
건대입구역점,코코9372,"2,001",24.3.22.금,저녁에 방문,2번째 방문,영수증,0,좋읍니다,긍정,좋읍니다
건대입구역점,왕 함,7,23.6.8.목,점심에 방문,1번째 방문,영수증,0,음식이 맛있지만 직원이 매우 불친절입니다.,부정,불친절합니다
건대입구역점,bubbleno1,"2,153",23.2.22.수,저녁에 방문,3번째 방문,영수증,0,"3900원 이벤트 좋아요
퀄도 훌륭, 고기 많고 맛남.
매장이 넓고 음식이 빨리 나와요",긍정,좋아요
건대입구역점,금성지존,587,23.7.2.일,점심에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
건대입구역점,000****,388,23.6.29.목,점심에 방문,1번째 방문,영수증,0,맛나게 다먹엇어욤,긍정,맛나게
건대입구역점,울짱아공주,"2,169",23.7.19.수,밤에 방문,1번째 방문,영수증,0,맛있음,긍정,맛있음
건대입구역점,강예삐삐,"1,382",23.6.17.토,점심에 방문,1번째 방문,결제내역,0,,,
건대입구역점,행복한날61,659,23.8.17.목,저녁에 방문,1번째 방문,영수증,0,굿,긍정,굿
건대입구역점,의바오,721,23.1.15.일,저녁에 방문,1번째 방문,영수증,0,"왠만한 중식집 가성비로든 맛으로든
다 이겨버리는 홍콩반점!!
오늘도 역시나 너무 맛있게
잘 먹었습니다 ㅎㅎ👍🏻",긍정,너무 맛있게
건대입구역점,쪽둘리,"1,333",22.10.31.월,저녁에 방문,5번째 방문,영수증,1,"혼밥하기좋은곳
홍콩반점은 아무래도 짬뽕보다 짜장 맛집인거같아요
짬뽕도 별로인데 볶음짬뽕이 맛나보여 시켜봤더니 푸짐한 비쥬얼과다르게 뭔가 맛이 없어요..ㅠ
짜장 탕수육은 최고입니다 꽃빵도!",긍정,최고입니다
건대입구역점,Windyy,496,22.12.30.금,밤에 방문,1번째 방문,영수증,0,"매장이 아주 넓고 혼밥하기 좋아요 !
탕수육 먹고 싶어서 간 거였는데, 약간 딱딱한 부위가 있어서 아쉽긴 했어요.
그래도 매장이 청결하고 친절해서 짬뽕 먹으러는 자주 가요 하핳",긍정,혼밥하기 좋아요
건대입구역점,sys****,823,23.8.9.수,점심에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
건대입구역점,HG96,271,23.1.30.월,저녁에 방문,1번째 방문,영수증,0,"소노키라멘 여기 정말 맛있네요
기본맛도 맛있게 얼큰해서 매운 거 잘 못드시는 분은 안 매운 맛으로 시키시면 될 것 같습니다",긍정,정말 맛있네요
건대입구역점,lee****,100,23.5.10.수,저녁에 방문,1번째 방문,결제내역,0,매장도 넓고 맛있어요~~~^^,긍정,맛있어요
건대입구역점,dew****,868,23.6.12.월,밤에 방문,1번째 방문,영수증,0,짬뽕 맛있어요,긍정,맛있어요
건대입구역점,ASPENBAY CANDLE,"1,294",23.2.15.수,점심에 방문,1번째 방문,영수증,0,짬뽕과 탕수육이 함께 있어서 너무 맛있게 먹었습니다. 특히 짬뽕 국물이 맛있습니다.,긍정,맛있습니다
건대입구역점,deb****,1,23.4.2.일,점심에 방문,1번째 방문,영수증,0,평소 홍콩반점 볶음짬뽕 좋아해서 종종 먹고는 했는데 건대지점 볶음짬뽕은 맹맛에 면은 퍼져있고 오징어는 2조각 밖에 안 들어있고 탕수육 끝부분에 딱딱한게 계속 씹혀서 치아가 나가는줄 알았네요. 기분 좋게 방문했다가 굉장히 실망했습니다. 정말 리뷰 잘 안 쓰는데 이런 부분은 직접 맛보시고 개선하셨으면 합니다,부정,맹맛
건대입구역점,ASPENBAY CANDLE,"1,294",23.2.23.목,점심에 방문,2번째 방문,영수증,0,짜장면 맛있게 잘 먹었습니다. 짜지 않고 너무 달지도 않아서 좋았습니다.,긍정,맛있게
건대입구역점,안녕하세요95,16,23.4.4.화,점심에 방문,1번째 방문,영수증,0,혼밥족들을 위한 탐짜면 메뉴 너무 좋아요!! 맛도 너무 맛있어요:),긍정,너무 좋아요!!
건대입구역점,인권을찾아가는과정,157,23.5.10.수,저녁에 방문,2번째 방문,영수증,0,짜장면 탕수육 너무 맛있어요~,긍정,너무 맛있어요~
건대입구역점,yu3119,"1,960",23.5.19.금,저녁에 방문,3번째 방문,영수증,0,굿,긍정,굿
